Article_Title,Year,Description,Revue,Volume,Number,Pages
"Synthesis, structural characterization, theoretical studies and corrosion inhibition of a new pyrrole derivative: 1-(1-benzyl-4-(4-chlorophenyl)-2, 5-dimethyl-1H-pyrrol-3-yl …",2019,"Journal of Molecular Structure 1189, 240-248, 2019",Journal of Molecular Structure,1189,,240248
Removal of Cr (VI) from wastewater by anionic clays,2016,"Journal of Materials and Environmental Science 7, 2886-2896, 2016",Journal of Materials and Environmental Science,7,,28862896
"9β-Hydroxy-1β, 10α-epoxyparthenolide",2010,"Acta Crystallographica Section E: Structure Reports Online 66 (9), o2395-o2395, 2010",Acta Crystallographica Section E: Structure Reports Online,66,9,23952395
Acid Green 1 removal from wastewater by layered double hydroxides,2018,"Applied Water Science 8 (1), 1-11, 2018",Applied Water Science,8,1,111
Removal of remazol brilliant blue r from aqueous solution by adsorption using a calcined layered double hydroxides [Zn2-Al-CO3],2017,"J. Mater. Environ. Sci 8 (3), 921-930, 2017",J. Mater. Environ. Sci,8,3,921930
"1, 6-Diacetyl-2-isopropyl-4, 7-dimethylnaphthalene",2016,"IUCrData 1 (4), x160703, 2016",IUCrData,1,4,160703
"(1S, 3R, 8R, 9R, 10S)-2, 2-Dibromo-3, 7, 7, 10-tetramethyl-9β, 10β-epoxy-3, 7, 7, 10-tetramethyltricyclo [6.4. 0.01, 3] dodecane",2013,"Acta Crystallographica Section E: Structure Reports Online 69 (4), o521-o522, 2013",Acta Crystallographica Section E: Structure Reports Online,69,4,521522
"(1S, 3S, 8R, 9S, 11R)-10, 10-Dichloro-3, 7, 7, 11-tetramethyltetracyclo [6.5. 0.01, 3.09, 11] tridecane",2013,"Acta Crystallographica Section E: Structure Reports Online 69 (6), o933-o934, 2013",Acta Crystallographica Section E: Structure Reports Online,69,6,933934
"(1S, 3R, 8R, 9S, 11R)-2, 2, 10, 10-Tetrachloro-3, 7, 7, 11-tetramethyltetracyclo [6.5. 0.01, 3.09, 11] tridecane",2013,"Acta Crystallographica Section E: Structure Reports Online 69 (2), o275-o275, 2013",Acta Crystallographica Section E: Structure Reports Online,69,2,275275
"A copper monofluorophosphate, Cu (H2O) 2 (NH4) 2 (PO3F) 2",1994,"Acta Crystallographica Section C: Crystal Structure Communications 50 (5 …, 1994",Acta Crystallographica Section C: Crystal Structure Communications,50,5,
"(1S, 3R, 8S, 9R, 10S)-2, 2-Dichloro-3, 7, 7, 10-tetramethyl-9, 10-epoxytricyclo [6.4. 0.01, 3] dodecane",2010,"Acta Crystallographica Section E: Structure Reports Online 66 (12), o3125-o3125, 2010",Acta Crystallographica Section E: Structure Reports Online,66,12,31253125
"N-[4-Acetyl-5-isobutyl-5-(2-p-tolylpropyl)-4, 5-dihydro-1, 3, 4-thiadiazol-2-yl] acetamide ethyl acetate hemisolvate",2009,"Acta Crystallographica Section E: Structure Reports Online 65 (1), o4-o4, 2009",Acta Crystallographica Section E: Structure Reports Online,65,1,44
"Crystal structure of 1-isopropyl-4, 7-dimethyl-3-nitronaphthalene",2015,"Acta Crystallographica Section E: Crystallographic Communications 71 (9 …, 2015",Acta Crystallographica Section E: Crystallographic Communications,71,9,
"1-[(1S, 6R, 7S, 9R)-8, 8-Dibromo-5, 5, 9-trimethyltricyclo [4.4. 0.17, 9] decan-1-yl] ethanone",2014,"Acta Crystallographica Section E: Structure Reports Online 70 (4), o444-o444, 2014",Acta Crystallographica Section E: Structure Reports Online,70,4,444444
"2, 2-Dichloro-3, 7, 7, 11-tetramethyl-10-azatetracyclo [6.5. 0.01, 3.09, 11] tridecane",2013,"Acta Crystallographica Section E: Structure Reports Online 69 (4), o589-o590, 2013",Acta Crystallographica Section E: Structure Reports Online,69,4,589590
La montagne dans la politique d'aménagement du territoire du Maroc/The place of mountain areas in Morocco's national planning and development policies,1996,"Revue de géographie alpine 84 (4), 37-50, 1996",Revue de géographie alpine,84,4,3750
Turismo accesible para todos. Evaluación del grado de accesibilidad universal de los parques y jardines de Marrakech.,2020,"PASOS Revista de turismo y patrimonio cultural 18 (1), 57-81, 2020",PASOS Revista de turismo y patrimonio cultural,18,1,5781
"Toponymie et recomposition territoriale au Maroc: Figures, sens et logiques",2008,"L’Espace Politique. Revue en ligne de géographie politique et de géopolitique, 2008","L’Espace Politique. Revue en ligne de géographie politique et de géopolitique,",,,
Ressources patrimoniales et développement des territoires touristiques dans le Haut Atlas et les régions sud du Maroc,2014,"Journal of Alpine Research| Revue de géographie alpine, 2014","Journal of Alpine Research| Revue de géographie alpine,",,,
Le patrimoine au secours des agricultures familiales? Éclairages méditerranéens,2014,"Revue Tiers Monde, 139-160, 2014","Revue Tiers Monde,",139160,,
Tourisme et aménagement du territoire au Maroc: quels agencements?,2005,"Téoros. Revue de recherche en tourisme 24 (24-1), 12-19, 2005",Téoros. Revue de recherche en tourisme,24,241,1219
Innovation et recomposition territoriale au Maroc. Une mise en perspective géo‐historique,2002,"Rencontres scientifiques franco-Sud-Africaines de l'innovation territoriale, 14, 2002","Rencontres scientifiques franco-Sud-Africaines de l'innovation territoriale,",14,,
Les conditions de la mise en tourisme de la haute montagne et ses effets sur le territoire. L'apport d'une comparaison entre le Haut-Atlas et le Népal mise en perspective à l …,1998,"Revue de géographie alpine 86 (1), 67-82, 1998",Revue de géographie alpine,86,1,6782
Tourisme de montagne au Maroc: enjeux de la durabilté,2004,"Le tourisme durable, réalités et perspectives marocaines et internationales …, 2004","Le tourisme durable, réalités et perspectives marocaines et internationales …,",,,
Acteurs et territoires touristiques de Marrakech/Actors and tourist territories at Marrakech,2001,"Géocarrefour 76 (2), 91-97, 2001",Géocarrefour,76,2,9197
"La ruée vers l’huile d’argan, chronique de la patrimonialisation d’un terroir marocain",2010,"Hespéris Tamuda 45 (2010), 151-166, 2010",Hespéris Tamuda,45,2010,151166
Des territoires qui s’ ignorent? Dichotomie entre territoires administratifs et espaces de mobilisation au Maroc,2000,"Montagnes méditerranéennes 12, 61-70, 2000",Montagnes méditerranéennes,12,,6170
Tourisme et pauvreté,2011,"Archives contemporaines, 2011","Archives contemporaines,",,,
Heritage resources and the development of tourist areas in the High Atlas and southern regions of Morocco,2014,"Journal of Alpine Research| Revue de géographie alpine, 2014","Journal of Alpine Research| Revue de géographie alpine,",,,
"Les territoires à l'épreuve des normes: référents et innovations: contributions croisées sud-africaines, françaises et marocaines",2009,"LERMA-Montagnes Méditerrannéennes, 2009","LERMA-Montagnes Méditerrannéennes,",,,
"Turismo accesible, turismo para todos. Análisis de la accesibilidad en los establecimientos hoteleros de Marrakech",2018,"CCCSS. Contribuciones a las Ciencias Sociales En linea, 2018","CCCSS. Contribuciones a las Ciencias Sociales En linea,",,,
"Derrière l’huile d’argan, la forêt d’arganiers: écosystème en péril ou terroirs forestiers domestiques",2016,"Les terroirs au Sud, vers un nouveau modèle, 111-124, 2016","Les terroirs au Sud, vers un nouveau modèle,",111124,,
"La filière «huile d’argan» au Maroc. Construction, enjeux et perspectives»",2016,"Les terroirs au Sud, vers un nouveau modèle, 271-289, 2016","Les terroirs au Sud, vers un nouveau modèle,",271289,,
Patrimonialisation de de la montagne au Maroc: le rôle du tourisme en question,2004,"Actes du colloque Communication Interculturelle, Patrimoine et Tourisme …, 2004","Actes du colloque Communication Interculturelle, Patrimoine et Tourisme …,",,,
"The Surface Urban Heat Island and Key Mitigation Factors in Arid Climate Cities, Case of Marrakesh, Morocco",2022,"Remote Sensing 14 (16), 3935, 2022",Remote Sensing,14,16,3935
Thermomechanical characterization of a bio-composite building material: Mortar reinforced with date palm fibers mesh,2017,"Construction and Building Materials 135, 241-250, 2017",Construction and Building Materials,135,,241250
Moisture content influence on the thermal conductivity of insulating building materials made from date palm fibers mesh,2017,"Construction and Building Materials 148, 811-823, 2017",Construction and Building Materials,148,,811823
Energy performance of 3 silicon-based PV module technologies in 20 sites of Morocco,2019,"Energy for Sustainable Development 53, 30-56, 2019",Energy for Sustainable Development,53,,3056
Effect of argan nut shell powder on thermal and mechanical behavior of compressed earth blocks,2018,"International Journal of Applied Engineering Research 13 (7), 4740-4750, 2018",International Journal of Applied Engineering Research,13,7,47404750
Photovoltaic DC yield maps for all Morocco validated with ground measurements,2018,"Energy for sustainable development 47, 158-169, 2018",Energy for sustainable development,47,,158169
Caractérisation thermophysique du mortier a base du ciment et de sable,2007,"Revue internationale d’héliotechnique énergieenvironnement 36, 03-12, 2007",Revue internationale d’héliotechnique énergieenvironnement,36,,0312
Development of alfa fiber-based mortar with improved thermo-mechanical properties,2020,"Applied Sciences 10 (22), 8021, 2020",Applied Sciences,10,22,8021
Effects of recycled fine glass aggregates on alkali silica reaction and thermo-mechanical behavior of modified concrete,2021,"Applied Sciences 11 (19), 9045, 2021",Applied Sciences,11,19,9045
Numerical simulation of heat transfers in a room in the presence of a thin horizontal heated plate,2013,"Energy Procedia 42, 549-556, 2013",Energy Procedia,42,,549556
Energy efficiency in buildings: thermophysical characterization of building materials,2013,"2013 International Renewable and Sustainable Energy Conference (IRSEC), 391-395, 2013",,2013,,391395
caractérisation thermophysique des matériaux et modélisation des transferts couplés de chaleur a travers un bâtiment,2008,"Université Ibnou Zohr, Ecole Nationale des Sciences Appliquées, Agadir, 2008","Université Ibnou Zohr, Ecole Nationale des Sciences Appliquées, Agadir,",,,
Soil inertia and shallow basement envelope impact on cellar internal temperature,2016,"Renewable Energy and Sustainable Development 2 (1), 30-36, 2016",Renewable Energy and Sustainable Development,2,1,3036
Mesure de la conductivité thermique des matériaux de construction de différentes tailles par la méthode des boites,2014,"Proceedings of the 3rd Congres de l’Association Marocaine de Thermique …, 2014",Proceedings of the,3,,
Study on the performance of thermal energy of a classroom built with natural materials,2023,"Proceedings of the Institution of Civil Engineers-Energy 176 (2), 89-104, 2023",Proceedings of the Institution of Civil Engineers-Energy,176,2,89104
Thermal conductivity of modified concrete: Substitution of sand by fine aggregates of glass waste,2021,"AIP Conference Proceedings 2345 (1), 2021",AIP Conference Proceedings,2345,1,
Soil thermal inertia effect on shallow basement energy performance in different Morocco climates,2020,"Journal of Thermal Science and Engineering Applications 12 (4), 041001, 2020",Journal of Thermal Science and Engineering Applications,12,4,041001
Comparison of shallow basement thermal performance for different regions of Morocco using a three-dimensional heat transfer analysis,2019,"Cogent Engineering 6 (1), 1602926, 2019",Cogent Engineering,6,1,1602926
Energy-saving potential assessment of a classroom building envelope through sensitivity analysis and multi-objective optimization under different climate types,2023,"Building Services Engineering Research & Technology 44 (3), 309-332, 2023",Building Services Engineering Research & Technology,44,3,309332
Experimental and Numerical Investigations on Conductive Drying of Phosphate Washing Waste Clay,2021,"Minerals 11 (5), 482, 2021",Minerals,11,5,482
Simulation of sewage sludge drying under climate of solar greenhouse,2021,"AIP Conference Proceedings 2345 (1), 020044, 2021",AIP Conference Proceedings,2345,1,020044
Sol-gel Aluminum-doped ZnO thin films: Synthesis and characterization,2017,"J. Mater. Environ. Sci 8 (1), 160-168, 2017",J. Mater. Environ. Sci,8,1,160168
Refractive index controlled by film morphology and free carrier density in undoped ZnO through sol-pH variation,2018,"Optik 158, 1139-1146, 2018",Optik,158,,11391146
